,route_acc,type_acc,cnd_acc,day_acc,month_acc,years_acc,scene_acc,road_surface,time_acc,level_acc
1403,บางบอน - โรงพยาบาลบางปะกอก 8,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,29,12,2019,ทางตรง,ไม่มีความลาดชัน,1,INJ
1404,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Light Rain,29,12,2019,ทางตรง,ไม่มีความลาดชัน,1,INJ
1406,บางบอน - โรงพยาบาลบางปะกอก 8,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,29,12,2019,ทางตรง,ไม่มีความลาดชัน,3,INJ
1407,ดาวคะนอง -  แสมดำ,รถจักรยานยนต์,Fair,29,12,2019,ทางโค้งกว้าง,ไม่มีความลาดชัน,3,INJ
1410,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถจักรยานยนต์,Fair,29,12,2019,ทางตรง,ไม่มีความลาดชัน,5,INJ
1411,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,29,12,2019,ทางตรง,ไม่มีความลาดชัน,5,INJ
1412,บางแค - คลองมหาสวัสดิ์,รถจักรยานยนต์,Fair,30,12,2019,ทางตรง,ไม่มีความลาดชัน,0,INJ
1414,พระประแดง - บางแค,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,30,12,2019,ทางโค้งกว้าง,ไม่มีความลาดชัน,3,INJ
1415,พระประแดง - บางแค,รถจักรยานยนต์,Fair,30,12,2019,ทางตรง,ไม่มีความลาดชัน,5,INJ
1416,บางบอน - โรงพยาบาลบางปะกอก 8,รถจักรยานยนต์,Fair,30,12,2019,ทางตรง,ไม่มีความลาดชัน,5,INJ
1417,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,31,12,2019,ทางตรง,ไม่มีความลาดชัน,1,INJ
1418,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,31,12,2019,ทางตรง,ไม่มีความลาดชัน,2,INJ
1419,แยกทางหลวงหมายเลข 3310 (กม.ที่ 10+700) - บ้านกลาง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,31,12,2019,ทางตรง,ไม่มีความลาดชัน,3,INJ
1422,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fog,1,1,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
1423,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,1,1,2020,ทางตรง,ไม่มีความลาดชัน,3,INJ
1425,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถปิคอัพบรรทุก 4 ล้อ,Fair,2,1,2020,ทางตรง,ไม่มีความลาดชัน,1,INJ
