,route_acc,type_acc,cnd_acc,day_acc,month_acc,years_acc,scene_acc,road_surface,time_acc,level_acc
976,บางนา - ทางเข้าท่าอากาศยานสุวรรณภูมิ,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,19,8,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
977,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,20,8,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
979,บางแค - คลองมหาสวัสดิ์,รถบรรทุก 6 ล้อ,Fair,21,8,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
980,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,22,8,2019,ทางเชื่อมเข้าพื้นที่สาธารณะ/เชิงพาณิชย์,ไม่มีความลาดชัน,3,ACC
982,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,Mostly Cloudy,22,8,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
984,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Fair,23,8,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
985,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Light Rain,23,8,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
986,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Light Rain,23,8,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
987,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Light Rain,24,8,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
988,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Partly Cloudy,24,8,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
990,งามวงศ์วาน - ดอนเมือง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,24,8,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
991,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,25,8,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
994,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Rain,25,8,2019,อื่นๆ,ไม่มีความลาดชัน,3,ACC
996,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,25,8,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
997,บางปะอิน - คลองพระยาสุเรนทร์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,26,8,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
998,บางแค - คลองมหาสวัสดิ์,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Rain,26,8,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
999,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Rain,27,8,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1000,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Light Rain,27,8,2019,อื่นๆ,ไม่มีความลาดชัน,1,ACC
1001,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Light Rain,27,8,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1002,ถนนศรีนครินทร์ - บางปะกง,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Light Rain,29,8,2019,อื่นๆ,ไม่มีความลาดชัน,0,ACC
1004,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,29,8,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1005,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,29,8,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1006,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,29,8,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1007,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,29,8,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1008,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,30,8,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1011,งามวงศ์วาน - ดอนเมือง,รถบรรทุก 6 ล้อ,Fair,1,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1012,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Mostly Cloudy,1,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1013,บางแค - คลองมหาสวัสดิ์,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Partly Cloudy,1,9,2019,อื่นๆ,ไม่มีความลาดชัน,3,ACC
1014,ถนนศรีนครินทร์ - บางปะกง,รถตู้,Light Rain,1,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1015,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,1,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1016,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,1,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1017,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Light Rain with Thunder,2,9,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1018,มหาวิทยาลัยเกษตรศาสตร์ - คันนายาว,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,2,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1019,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,3,9,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
1020,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Partly Cloudy,3,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1021,งามวงศ์วาน - ดอนเมือง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,3,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1022,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Light Rain,3,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1024,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,Light Rain,4,9,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1025,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,5,9,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1026,แยก คปอ. - สนามกีฬาธูปะเตมีย์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Mostly Cloudy,5,9,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1027,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,Light Rain,5,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1028,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Mostly Cloudy,5,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1029,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Partly Cloudy,6,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1030,บางปะอิน - คลองพระยาสุเรนทร์,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,6,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1031,ถนนศรีนครินทร์ - บางปะกง,รถปิคอัพบรรทุก 4 ล้อ,Light Rain,6,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1032,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Light Rain,6,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1033,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,7,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1034,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Light Rain,7,9,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1035,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,7,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1036,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Fair,9,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1037,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,10,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1039,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,10,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1040,บางแค - คลองมหาสวัสดิ์,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,10,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1043,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Mostly Cloudy,11,9,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
1044,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Light Rain,11,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1046,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,อื่นๆ,Fair,12,9,2019,อื่นๆ,ไม่มีความลาดชัน,1,ACC
1047,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,12,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1048,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,12,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1050,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,13,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1051,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,13,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1052,ถนนศรีนครินทร์ - บางปะกง,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,13,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1054,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Fair,13,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1055,บางปะอิน - คลองพระยาสุเรนทร์,รถปิคอัพบรรทุก 4 ล้อ,Fair,13,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1056,บึงคำพร้อย - คู้บอน,รถปิคอัพบรรทุก 4 ล้อ,Fair,14,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1057,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,14,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1058,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,14,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1059,บางปะอิน - คลองพระยาสุเรนทร์,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Partly Cloudy,14,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1060,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Light Rain,15,9,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
1062,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Light Rain,15,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1064,คลองพระยาสุเรนทร์ - ประเวศ,รถปิคอัพบรรทุก 4 ล้อ,Light Rain,15,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1065,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Mostly Cloudy,16,9,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
1067,ถนนศรีนครินทร์ - บางปะกง,รถปิคอัพบรรทุก 4 ล้อ,Fair,16,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1068,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,16,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1069,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,16,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1070,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,16,9,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1072,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,17,9,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
1073,ถนนศรีนครินทร์ - บางปะกง,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,17,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1074,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,17,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1075,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,อื่นๆ,Partly Cloudy,18,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1077,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Mostly Cloudy,18,9,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1080,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,18,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1082,บางปะอิน - คลองพระยาสุเรนทร์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,19,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1083,ถนนศรีนครินทร์ - บางปะกง,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,19,9,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1084,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Light Rain,19,9,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1085,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถตู้,Light Rain with Thunder,19,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1086,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Light Rain,20,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1087,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,20,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1088,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Mostly Cloudy,20,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1090,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,21,9,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1091,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,21,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1093,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Mostly Cloudy,21,9,2019,ทางโค้งกว้าง,ไม่มีความลาดชัน,3,ACC
1094,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,21,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1095,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Mostly Cloudy,21,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1096,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Light Rain,21,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1097,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Light Rain,21,9,2019,ทางโค้งกว้าง,ไม่มีความลาดชัน,4,ACC
1099,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Light Rain,22,9,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1100,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Light Rain,22,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1101,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Light Rain,22,9,2019,อื่นๆ,ไม่มีความลาดชัน,4,ACC
1102,บางปะอิน - คลองพระยาสุเรนทร์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,23,9,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
1103,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,23,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1104,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Mostly Cloudy,23,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1105,ถนนศรีนครินทร์ - บางปะกง,อื่นๆ,Mostly Cloudy,24,9,2019,อื่นๆ,ไม่มีความลาดชัน,1,ACC
1106,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Light Rain,24,9,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1107,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Light Rain,24,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1108,บางแค - คลองมหาสวัสดิ์,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Mostly Cloudy,25,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1110,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,Fair,25,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1112,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,27,9,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
1113,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,27,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1114,บางปะอิน - คลองพระยาสุเรนทร์,อื่นๆ,Fair,27,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1115,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,27,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1117,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,27,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1118,คลองมหาสวัสดิ์ - คลองบางไผ่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,27,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1121,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,28,9,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1122,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,28,9,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1123,ดาวคะนอง -  แสมดำ,รถปิคอัพบรรทุก 4 ล้อ,Fair,28,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1125,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,29,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1126,งามวงศ์วาน - ดอนเมือง,รถจักรยานยนต์,Fair,29,9,2019,อื่นๆ,ไม่มีความลาดชัน,1,ACC
1127,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,29,9,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1128,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,29,9,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1130,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,30,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1131,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,30,9,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1132,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,1,10,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1135,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,2,10,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1136,ดาวคะนอง -  แสมดำ,รถจักรยานยนต์,Fog,3,10,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1138,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,4,10,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
1139,อรุณอมรินทร์ - พุทธมณฑลสาย 4,อื่นๆ,Fair,4,10,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
1140,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,4,10,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1141,คลองพระยาสุเรนทร์ - บางพลี,รถบรรทุก 6 ล้อ,Fair,5,10,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
1144,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,5,10,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1146,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,5,10,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1147,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,6,10,2019,ทางโค้งกว้าง,ไม่มีความลาดชัน,1,ACC
1148,งามวงศ์วาน - ดอนเมือง,อื่นๆ,Partly Cloudy,6,10,2019,อื่นๆ,ไม่มีความลาดชัน,1,ACC
1150,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,6,10,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1151,บางปะอิน - คลองพระยาสุเรนทร์,รถปิคอัพบรรทุก 4 ล้อ,Light Rain with Thunder,6,10,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
1153,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,7,10,2019,อื่นๆ,ไม่มีความลาดชัน,2,ACC
1156,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Partly Cloudy,8,10,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1159,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,9,10,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1160,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,9,10,2019,อื่นๆ,ไม่มีความลาดชัน,2,ACC
1161,ถนนศรีนครินทร์ - บางปะกง,รถปิคอัพบรรทุก 4 ล้อ,Fair,9,10,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
1162,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,9,10,2019,อื่นๆ,ไม่มีความลาดชัน,3,ACC
1165,บางปะอิน - คลองพระยาสุเรนทร์,รถปิคอัพบรรทุก 4 ล้อ,Fair,11,10,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1166,บางปะอิน - คลองพระยาสุเรนทร์,รถปิคอัพบรรทุก 4 ล้อ,Light Rain with Thunder,11,10,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
1168,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Fair,11,10,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
