,route_acc,type_acc,cnd_acc,day_acc,month_acc,years_acc,scene_acc,road_surface,time_acc,level_acc
1,บางนา-ชลบุรี,อื่นๆ,Fair,1,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
2,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,1,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
3,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,1,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
5,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,1,1,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
7,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,1,1,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
9,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถตู้,Fair,2,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
10,พญาไท-ศรีนครินทร์,รถตู้,Fair,2,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
12,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,2,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
13,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,2,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
14,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,2,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
15,สุขสวัสดิ์-บางขุนเทียน,อื่นๆ,Fair,2,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
16,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,2,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
17,พญาไท-ศรีนครินทร์,รถปิคอัพบรรทุก 4 ล้อ,Fair,2,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
18,พญาไท-ศรีนครินทร์,อื่นๆ,Fair,2,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
19,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,2,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
21,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,2,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
22,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,2,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
23,พระประแดง - บางแค,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,2,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
24,คลองพระยาสุเรนทร์ - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,2,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
25,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,2,1,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
26,ถนนศรีนครินทร์ - บางปะกง,รถโดยสารขนาดใหญ่,Mostly Cloudy,3,1,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
28,บางนา-ชลบุรี,รถตู้,Mostly Cloudy,4,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
29,สุขสวัสดิ์-บางขุนเทียน,รถปิคอัพบรรทุก 4 ล้อ,Mostly Cloudy,4,1,2019,อื่นๆ,ไม่มีความลาดชัน,1,ACC
30,บางปะอิน - คลองพระยาสุเรนทร์,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Mostly Cloudy,4,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
31,แจ้งวัฒนะ-พญาไท,อื่นๆ,Mostly Cloudy,4,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
32,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Mostly Cloudy,4,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
33,บางพลี-สุขสวัสดิ์,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Mostly Cloudy,4,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
34,สุขสวัสดิ์-บางขุนเทียน,รถบรรทุก 6 ล้อ,Mostly Cloudy,4,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
35,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Mostly Cloudy,4,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
36,พญาไท-ศรีนครินทร์,รถตู้,Fair,4,1,2019,อื่นๆ,ไม่มีความลาดชัน,3,ACC
37,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,4,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
38,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถปิคอัพบรรทุก 4 ล้อ,Fair,5,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
39,แจ้งวัฒนะ-พญาไท,รถตู้,Mostly Cloudy,5,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
40,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Mostly Cloudy,5,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
41,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Mostly Cloudy,5,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
43,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Mostly Cloudy,6,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
44,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,6,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
45,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Light Rain,6,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
47,ถนนศรีนครินทร์ - บางปะกง,รถปิคอัพบรรทุก 4 ล้อ,Fair,6,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
49,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,7,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
52,พญาไท-ศรีนครินทร์,อื่นๆ,Fair,7,1,2019,อื่นๆ,ไม่มีความลาดชัน,3,ACC
54,ถนนศรีนครินทร์ - บางปะกง,รถปิคอัพบรรทุก 4 ล้อ,Fair,7,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
55,บางบอน - โรงพยาบาลบางปะกอก 8,รถปิคอัพบรรทุก 4 ล้อ,Fair,7,1,2019,อื่นๆ,ไม่มีความลาดชัน,3,ACC
58,ถนนศรีนครินทร์ - บางปะกง,รถตู้,Fair,8,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
59,บางแค - คลองมหาสวัสดิ์,รถจักรยานยนต์,Fair,8,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
60,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,8,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
62,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,8,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
63,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถตู้,Partly Cloudy,8,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
65,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Mostly Cloudy,9,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
66,คลองพระยาสุเรนทร์ - บางพลี,รถตู้,Mostly Cloudy,9,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
67,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,10,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
68,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,10,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
69,บางปะอิน - คลองพระยาสุเรนทร์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,10,1,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
71,บางปะอิน - คลองพระยาสุเรนทร์,รถบรรทุก 6 ล้อ,Haze,11,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
74,คลองพระยาสุเรนทร์ - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,12,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
76,บางแค - คลองมหาสวัสดิ์,รถจักรยานยนต์,Fair,12,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
78,แจ้งวัฒนะ-พญาไท,รถปิคอัพบรรทุก 4 ล้อ,Fog,13,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
79,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,13,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
80,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,Fair,13,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
81,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Fair,13,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
83,ถนนศรีนครินทร์ - บางปะกง,รถปิคอัพบรรทุก 4 ล้อ,Fair,13,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
84,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,13,1,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
85,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,14,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
86,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,14,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
87,ถนนศรีนครินทร์ - บางปะกง,รถปิคอัพบรรทุก 4 ล้อ,Fair,14,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
88,บางพลี-สุขสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,Fair,14,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
89,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,14,1,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
92,พญาไท-ศรีนครินทร์,อื่นๆ,Partly Cloudy,15,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
93,แจ้งวัฒนะ-พญาไท,รถปิคอัพบรรทุก 4 ล้อ,Partly Cloudy,15,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
94,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,15,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
96,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,15,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
99,รัชดาภิเษก - รามอินทรา,รถโดยสารขนาดใหญ่,Fair,16,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
101,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,16,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
102,งามวงศ์วาน - ดอนเมือง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,17,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
103,ถนนศรีนครินทร์ - บางปะกง,รถตู้,Fair,17,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
104,แจ้งวัฒนะ-พญาไท,รถตู้,Fair,17,1,2019,อื่นๆ,ไม่มีความลาดชัน,1,ACC
105,บางนา-ท่าเรือ,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Fair,17,1,2019,อื่นๆ,ไม่มีความลาดชัน,2,ACC
106,สุขสวัสดิ์-บางขุนเทียน,อื่นๆ,Fair,17,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
107,พญาไท-ศรีนครินทร์,รถตู้,Fair,17,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
108,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,17,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
110,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Fair,18,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
111,คลองพระยาสุเรนทร์ - บางพลี,อื่นๆ,Fair,18,1,2019,อื่นๆ,ไม่มีความลาดชัน,2,ACC
112,หมอชิต-กาญจนาฯ,อื่นๆ,Fair,18,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
113,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,18,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
114,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,18,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
115,ดินแดง-ท่าเรือ,อื่นๆ,Fair,18,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
116,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,18,1,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
117,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,19,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
118,บางแค - คลองมหาสวัสดิ์,อื่นๆ,Fair,19,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
120,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,19,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
121,คลองพระยาสุเรนทร์ - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,Fair,20,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
122,แยก คปอ. - สนามกีฬาธูปะเตมีย์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,20,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
123,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,20,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
124,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,20,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
125,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,20,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
126,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,20,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
127,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Fair,20,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
128,ดาวคะนอง -  แสมดำ,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,21,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
129,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fog,21,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
130,บางแค - คลองมหาสวัสดิ์,รถจักรยานยนต์,Fog,21,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
132,ถนนศรีนครินทร์ - บางปะกง,รถบรรทุก 6 ล้อ,Fair,22,1,2019,ทางโค้งกว้าง,ไม่มีความลาดชัน,2,ACC
134,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,23,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
135,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,23,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
137,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,24,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
139,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,24,1,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
140,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,25,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
141,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,26,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
142,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,26,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
143,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,Fair,26,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
145,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,26,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
146,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,27,1,2019,ทางโค้งกว้าง,ไม่มีความลาดชัน,0,ACC
147,งามวงศ์วาน - ดอนเมือง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,27,1,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
149,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,27,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
150,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,27,1,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
151,ถนนศรีนครินทร์ - บางปะกง,รถปิคอัพบรรทุก 4 ล้อ,Fair,28,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
152,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,28,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
153,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถตู้,Fair,28,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
154,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถตู้,Fair,28,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
155,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถจักรยานยนต์,Fair,28,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
156,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,28,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
157,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,28,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
159,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,28,1,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
160,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,28,1,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
161,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fog,29,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
162,บางแค - คลองมหาสวัสดิ์,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),Fair,29,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
164,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,30,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
165,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,30,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
166,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Haze,30,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
167,ถนนศรีนครินทร์ - บางปะกง,รถปิคอัพบรรทุก 4 ล้อ,Haze,30,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
168,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Haze,30,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
169,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,30,1,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
170,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,31,1,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
171,ถนนศรีนครินทร์ - บางปะกง,รถปิคอัพบรรทุก 4 ล้อ,Fair,31,1,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
172,ถนนศรีนครินทร์ - บางปะกง,รถบรรทุก 6 ล้อ,Fair,31,1,2019,ทางโค้งกว้าง,ไม่มีความลาดชัน,4,ACC
174,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Partly Cloudy,1,2,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
177,บางนา - ทางเข้าท่าอากาศยานสุวรรณภูมิ,รถปิคอัพบรรทุก 4 ล้อ,Fair,1,2,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
180,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพบรรทุก 4 ล้อ,Fair,2,2,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
182,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,2,2,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
183,ถนนศรีนครินทร์ - บางปะกง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,2,2,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
184,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,Fair,2,2,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
185,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Fair,2,2,2019,ทางโค้งกว้าง,ไม่มีความลาดชัน,2,ACC
186,บางแค - คลองมหาสวัสดิ์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Mostly Cloudy,2,2,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
188,คลองพระยาสุเรนทร์ - บางพลี,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Fair,3,2,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
189,พระประแดง - บางแค,รถปิคอัพบรรทุก 4 ล้อ,Fair,3,2,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
190,บางบอน - โรงพยาบาลบางปะกอก 8,รถปิคอัพบรรทุก 4 ล้อ,Fair,3,2,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
191,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,4,2,2019,ทางเชื่อมเข้าพื้นที่สาธารณะ/เชิงพาณิชย์,ไม่มีความลาดชัน,0,ACC
192,ถนนศรีนครินทร์ - บางปะกง,รถปิคอัพบรรทุก 4 ล้อ,Fair,4,2,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
193,ดาวคะนอง -  แสมดำ,รถปิคอัพบรรทุก 4 ล้อ,Fair,4,2,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
194,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,Fair,5,2,2019,ทางตรง,ไม่มีความลาดชัน,0,ACC
195,งามวงศ์วาน - ดอนเมือง,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,Fair,5,2,2019,ทางตรง,ไม่มีความลาดชัน,1,ACC
196,ถนนศรีนครินทร์ - บางปะกง,รถปิคอัพบรรทุก 4 ล้อ,Fair,5,2,2019,ทางตรง,ไม่มีความลาดชัน,2,ACC
197,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถปิคอัพโดยสาร,Fair,5,2,2019,ทางตรง,ไม่มีความลาดชัน,3,ACC
198,คลองพระยาสุเรนทร์ - บางพลี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,Fair,5,2,2019,ทางตรง,ไม่มีความลาดชัน,4,ACC
