,route_acc,type_acc,climate_acc,day_acc,month_acc,years_acc,scene_acc,road_surface,time_acc
5220,บางพลี-สุขสวัสดิ์,อื่นๆ,แจ่มใส,24,6,2022,ทางตรง,ไม่มีความลาดชัน,4
5221,แจ้งวัฒนะ-พญาไท,อื่นๆ,ฝนตก,24,6,2022,ทางสามแยก (Y),ไม่มีความลาดชัน,4
5223,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,25,6,2022,ทางตรง,ไม่มีความลาดชัน,0
5224,บางนา-ท่าเรือ,อื่นๆ,อื่นๆ,25,6,2022,ทางตรง,ไม่มีความลาดชัน,0
5225,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,25,6,2022,ทางตรง,ไม่มีความลาดชัน,0
5226,พญาไท-ศรีนครินทร์,อื่นๆ,แจ่มใส,25,6,2022,ทางตรง,ไม่มีความลาดชัน,0
5229,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,26,6,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,1
5230,แจ้งวัฒนะ-พญาไท,อื่นๆ,แจ่มใส,27,6,2022,ทางตรง,ไม่มีความลาดชัน,1
5232,บางปะอิน - แขวงรามอินทรา,รถบรรทุก 6 ล้อ,แจ่มใส,27,6,2022,ทางตรง,ไม่มีความลาดชัน,3
5233,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,28,6,2022,ทางตรง,ไม่มีความลาดชัน,1
5235,หมอชิต-กาญจนาฯ,อื่นๆ,แจ่มใส,28,6,2022,ทางตรง,ไม่มีความลาดชัน,3
5237,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,29,6,2022,ทางตรง,ไม่มีความลาดชัน,3
5238,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,30,6,2022,ทางตรง,ไม่มีความลาดชัน,3
5240,พญาไท-ศรีนครินทร์,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,1,7,2022,ทางตรง,ไม่มีความลาดชัน,0
5241,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,1,7,2022,ทางตรง,ไม่มีความลาดชัน,0
5242,ดาวคะนอง-ท่าเรือ,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,1,7,2022,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,1
5243,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,1,7,2022,ทางตรง,ไม่มีความลาดชัน,2
5244,แจ้งวัฒนะ-พญาไท,อื่นๆ,แจ่มใส,1,7,2022,อื่นๆ,ไม่มีความลาดชัน,2
5245,แจ้งวัฒนะ-พญาไท,อื่นๆ,แจ่มใส,1,7,2022,อื่นๆ,ไม่มีความลาดชัน,3
5246,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,1,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5247,รามอินทรา-อาจณรงค์,อื่นๆ,แจ่มใส,1,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5248,พญาไท-ศรีนครินทร์,อื่นๆ,แจ่มใส,1,7,2022,ทางสามแยก (Y),ไม่มีความลาดชัน,4
5250,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ฝนตก,1,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5251,รามอินทรา-อาจณรงค์,อื่นๆ,แจ่มใส,1,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5254,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,2,7,2022,ทางตรง,ไม่มีความลาดชัน,2
5260,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,4,7,2022,ทางตรง,ไม่มีความลาดชัน,1
5261,รามอินทรา-อาจณรงค์,อื่นๆ,แจ่มใส,4,7,2022,ทางตรง,ไม่มีความลาดชัน,1
5263,ดินแดง-ท่าเรือ,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,4,7,2022,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,3
5264,ดินแดง-ท่าเรือ,รถตู้,แจ่มใส,5,7,2022,ทางตรง,ไม่มีความลาดชัน,2
5265,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,5,7,2022,อื่นๆ,ไม่มีความลาดชัน,4
5266,บางนา-ชลบุรี,อื่นๆ,แจ่มใส,5,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5267,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,6,7,2022,ทางตรง,ไม่มีความลาดชัน,2
5269,แจ้งวัฒนะ-พญาไท,อื่นๆ,แจ่มใส,7,7,2022,ทางตรง,ไม่มีความลาดชัน,0
5270,ดาวคะนอง-ท่าเรือ,อื่นๆ,แจ่มใส,7,7,2022,ทางตรง,ไม่มีความลาดชัน,2
5271,รามอินทรา-อาจณรงค์,อื่นๆ,แจ่มใส,7,7,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,3
5274,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,8,7,2022,ทางตรง,ไม่มีความลาดชัน,1
5275,แขวงรามอินทรา - บางพลี,อื่นๆ,แจ่มใส,8,7,2022,อื่นๆ,ไม่มีความลาดชัน,1
5276,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,8,7,2022,ทางตรง,ไม่มีความลาดชัน,2
5277,แจ้งวัฒนะ-พญาไท,อื่นๆ,แจ่มใส,8,7,2022,อื่นๆ,ไม่มีความลาดชัน,2
5278,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,8,7,2022,ทางตรง,ไม่มีความลาดชัน,3
5279,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,8,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5280,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ฝนตก,8,7,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,4
5281,อาจณรงค์-บางนา,อื่นๆ,ฝนตก,8,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5282,รามอินทรา-อาจณรงค์,อื่นๆ,ฝนตก,9,7,2022,ทางตรง,ไม่มีความลาดชัน,0
5283,แจ้งวัฒนะ-พญาไท,อื่นๆ,แจ่มใส,9,7,2022,อื่นๆ,ไม่มีความลาดชัน,0
5284,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,9,7,2022,อื่นๆ,ไม่มีความลาดชัน,0
5286,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,9,7,2022,ทางตรง,ไม่มีความลาดชัน,0
5288,งามวงศ์วาน - ดอนเมือง,อื่นๆ,แจ่มใส,9,7,2022,ทางตรง,ไม่มีความลาดชัน,1
5289,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,9,7,2022,อื่นๆ,ไม่มีความลาดชัน,3
5290,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ฝนตก,9,7,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,3
5292,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,9,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5293,บางปะอิน - แขวงรามอินทรา,อื่นๆ,แจ่มใส,10,7,2022,ทางตรง,ไม่มีความลาดชัน,2
5295,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,10,7,2022,ทางตรง,ไม่มีความลาดชัน,2
5296,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,10,7,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,2
5299,รามอินทรา-อาจณรงค์,อื่นๆ,แจ่มใส,10,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5300,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,11,7,2022,ทางตรง,ไม่มีความลาดชัน,2
5302,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,11,7,2022,ทางตรง,ไม่มีความลาดชัน,3
5303,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,11,7,2022,ทางตรง,ไม่มีความลาดชัน,3
5306,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,12,7,2022,ทางตรง,ไม่มีความลาดชัน,3
5307,ดินแดง-ท่าเรือ,อื่นๆ,แจ่มใส,12,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5308,รามอินทรา-อาจณรงค์,อื่นๆ,แจ่มใส,13,7,2022,ทางตรง,ไม่มีความลาดชัน,0
5309,หมอชิต-กาญจนาฯ,อื่นๆ,แจ่มใส,13,7,2022,ทางตรง,ไม่มีความลาดชัน,0
5310,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,13,7,2022,ทางตรง,ไม่มีความลาดชัน,2
5311,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,13,7,2022,ทางตรง,ไม่มีความลาดชัน,2
5312,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,14,7,2022,ทางตรง,ไม่มีความลาดชัน,2
5315,บางแค - คลองมหาสวัสดิ์,รถจักรยานยนต์,ฝนตก,14,7,2022,ทางตรง,ไม่มีความลาดชัน,3
5316,รามอินทรา-อาจณรงค์,อื่นๆ,แจ่มใส,14,7,2022,ทางสามแยก (Y),ไม่มีความลาดชัน,4
5317,แจ้งวัฒนะ-พญาไท,อื่นๆ,ฝนตก,15,7,2022,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,0
5318,สะพานภูมิพลที่ 1 ไปสะพานภูมิพลที่ 2,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,15,7,2022,ทางตรง,ที่ลาดชัน,0
5321,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,15,7,2022,ทางตรง,ไม่มีความลาดชัน,3
5322,พญาไท-ศรีนครินทร์,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,15,7,2022,ทางตรง,ไม่มีความลาดชัน,3
5324,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,15,7,2022,อื่นๆ,ไม่มีความลาดชัน,3
5325,พระประแดง - บางแค,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,15,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5329,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,16,7,2022,ทางตรง,ไม่มีความลาดชัน,1
5331,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,16,7,2022,ทางตรง,ไม่มีความลาดชัน,3
5334,บางปะอิน-แจ้งวัฒนะ,อื่นๆ,แจ่มใส,16,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5335,พญาไท-บางโคล่,อื่นๆ,ฝนตก,16,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5336,งามวงศ์วาน - ดอนเมือง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,16,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5337,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,17,7,2022,ทางตรง,ไม่มีความลาดชัน,2
5340,บางปะอิน - แขวงรามอินทรา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ฝนตก,17,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5342,พญาไท-ศรีนครินทร์,อื่นๆ,แจ่มใส,18,7,2022,ทางตรง,ไม่มีความลาดชัน,1
5344,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,18,7,2022,ทางตรง,ไม่มีความลาดชัน,3
5345,แจ้งวัฒนะ-พญาไท,อื่นๆ,แจ่มใส,18,7,2022,อื่นๆ,ไม่มีความลาดชัน,4
5349,งามวงศ์วาน - ดอนเมือง,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,19,7,2022,ทางตรง,ไม่มีความลาดชัน,1
5351,รามอินทรา-อาจณรงค์,อื่นๆ,แจ่มใส,19,7,2022,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,2
5352,แจ้งวัฒนะ-พญาไท,อื่นๆ,แจ่มใส,19,7,2022,ทางตรง,ไม่มีความลาดชัน,3
5353,พญาไท-ศรีนครินทร์,อื่นๆ,แจ่มใส,19,7,2022,ทางตรง,ไม่มีความลาดชัน,3
5354,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,19,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5356,หมอชิต-กาญจนาฯ,อื่นๆ,แจ่มใส,20,7,2022,ทางตรง,ไม่มีความลาดชัน,0
5359,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,21,7,2022,อื่นๆ,ไม่มีความลาดชัน,1
5360,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,22,7,2022,ทางตรง,ไม่มีความลาดชัน,0
5361,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,22,7,2022,ทางตรง,ไม่มีความลาดชัน,3
5362,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,22,7,2022,ทางตรง,ไม่มีความลาดชัน,3
5366,รามอินทรา-วงแหวนรอบนอก,อื่นๆ,ฝนตก,22,7,2022,ทางแยกต่างระดับ/Ramps,ไม่มีความลาดชัน,4
5367,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,23,7,2022,ทางตรง,ไม่มีความลาดชัน,0
5370,แจ้งวัฒนะ-พญาไท,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,23,7,2022,ทางสามแยก (Y),ไม่มีความลาดชัน,1
5372,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,23,7,2022,ทางตรง,ไม่มีความลาดชัน,2
5373,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,23,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5374,ดาวคะนอง -  แสมดำ,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,23,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5375,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,23,7,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,4
5376,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,24,7,2022,ทางตรง,ไม่มีความลาดชัน,3
5378,แจ้งวัฒนะ-พญาไท,อื่นๆ,แจ่มใส,24,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5380,พญาไท-บางโคล่,อื่นๆ,แจ่มใส,24,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5381,บางปะอิน - แขวงรามอินทรา,รถบรรทุก 6 ล้อ,แจ่มใส,25,7,2022,ทางตรง,ไม่มีความลาดชัน,0
5384,ดาวคะนอง-ท่าเรือ,รถตู้,แจ่มใส,25,7,2022,ทางร่วม,ไม่มีความลาดชัน,3
5385,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถบรรทุก 6 ล้อ,แจ่มใส,25,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5388,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,27,7,2022,ทางตรง,ไม่มีความลาดชัน,2
5389,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,27,7,2022,ทางตรง,ไม่มีความลาดชัน,2
5390,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,27,7,2022,อื่นๆ,ไม่มีความลาดชัน,2
5392,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถตู้,แจ่มใส,28,7,2022,ทางตรง,ไม่มีความลาดชัน,0
5398,หมอชิต-กาญจนาฯ,อื่นๆ,แจ่มใส,28,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5399,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,29,7,2022,อื่นๆ,ไม่มีความลาดชัน,2
5400,อรุณอมรินทร์ - พุทธมณฑลสาย 4,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,29,7,2022,อื่นๆ,ไม่มีความลาดชัน,2
5401,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,29,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5403,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,30,7,2022,ทางตรง,ไม่มีความลาดชัน,1
5404,พระประแดง - บางแค,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,30,7,2022,อื่นๆ,ไม่มีความลาดชัน,1
5405,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,30,7,2022,ทางตรง,ไม่มีความลาดชัน,2
5406,พระประแดง - บางแค,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,30,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5407,พญาไท-ศรีนครินทร์,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,30,7,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,4
5408,แจ้งวัฒนะ-พญาไท,อื่นๆ,แจ่มใส,31,7,2022,ทางตรง,ไม่มีความลาดชัน,0
5409,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,31,7,2022,อื่นๆ,ไม่มีความลาดชัน,0
5411,แจ้งวัฒนะ-พญาไท,อื่นๆ,แจ่มใส,31,7,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,2
5412,รามอินทรา-วงแหวนรอบนอก,อื่นๆ,ฝนตก,31,7,2022,ทางตรง,ไม่มีความลาดชัน,3
5413,แจ้งวัฒนะ-พญาไท,อื่นๆ,ฝนตก,31,7,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,4
5414,บางแค - คลองมหาสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,ฝนตก,31,7,2022,ทางตรง,ไม่มีความลาดชัน,4
5415,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,1,8,2022,ทางตรง,ไม่มีความลาดชัน,2
5416,ดินแดง-ท่าเรือ,อื่นๆ,ฝนตก,1,8,2022,ทางตรง,ไม่มีความลาดชัน,2
5417,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ฝนตก,1,8,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,4
5419,บางพลี-สุขสวัสดิ์,อื่นๆ,ฝนตก,2,8,2022,ทางตรง,ไม่มีความลาดชัน,0
5421,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,2,8,2022,ทางตรง,ไม่มีความลาดชัน,1
5422,พญาไท-บางโคล่,อื่นๆ,แจ่มใส,2,8,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,1
5423,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถบรรทุก 6 ล้อ,ฝนตก,2,8,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,1
5424,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,2,8,2022,ทางตรง,ไม่มีความลาดชัน,2
5427,รามอินทรา-อาจณรงค์,อื่นๆ,แจ่มใส,3,8,2022,ทางตรง,ไม่มีความลาดชัน,1
5430,บางนา-ท่าเรือ,อื่นๆ,แจ่มใส,4,8,2022,ทางตรง,ไม่มีความลาดชัน,2
5431,บางปะอิน - แขวงรามอินทรา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,4,8,2022,ทางตรง,ไม่มีความลาดชัน,3
5433,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,แจ่มใส,5,8,2022,อื่นๆ,ไม่มีความลาดชัน,1
5435,แขวงคลองสองต้นนุ่น - พิมพา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,5,8,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,2
5440,พญาไท-ศรีนครินทร์,อื่นๆ,แจ่มใส,6,8,2022,ทางตรง,ไม่มีความลาดชัน,0
5445,แจ้งวัฒนะ-พญาไท,อื่นๆ,แจ่มใส,7,8,2022,ทางตรง,ไม่มีความลาดชัน,3
5447,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,7,8,2022,ทางตรง,ไม่มีความลาดชัน,4
5448,พญาไท-บางโคล่,อื่นๆ,แจ่มใส,8,8,2022,อื่นๆ,ไม่มีความลาดชัน,1
5449,พญาไท-ศรีนครินทร์,อื่นๆ,แจ่มใส,8,8,2022,อื่นๆ,ไม่มีความลาดชัน,2
5450,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,8,8,2022,ทางตรง,ไม่มีความลาดชัน,2
5451,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,8,8,2022,ทางตรง,ไม่มีความลาดชัน,3
5452,แจ้งวัฒนะ-พญาไท,อื่นๆ,แจ่มใส,9,8,2022,อื่นๆ,ไม่มีความลาดชัน,0
5455,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถบรรทุก 6 ล้อ,แจ่มใส,9,8,2022,ทางตรง,ไม่มีความลาดชัน,2
5456,ดินแดง-ท่าเรือ,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,9,8,2022,ทางตรง,ไม่มีความลาดชัน,2
5457,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,9,8,2022,ทางตรง,ไม่มีความลาดชัน,2
5458,บางปะอิน - แขวงรามอินทรา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,9,8,2022,ทางตรง,ไม่มีความลาดชัน,3
5460,รามอินทรา-วงแหวนรอบนอก,อื่นๆ,แจ่มใส,10,8,2022,ทางโค้งกว้าง,ไม่มีความลาดชัน,1
5463,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,11,8,2022,ทางตรง,ไม่มีความลาดชัน,2
5464,แขวงรามอินทรา - บางพลี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),แจ่มใส,12,8,2022,ทางตรง,ไม่มีความลาดชัน,0
5465,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,12,8,2022,ทางตรง,ไม่มีความลาดชัน,2
5466,แขวงคลองสองต้นนุ่น - พิมพา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,13,8,2022,ทางตรง,ไม่มีความลาดชัน,1
5468,แจ้งวัฒนะ-พญาไท,อื่นๆ,แจ่มใส,14,8,2022,อื่นๆ,ไม่มีความลาดชัน,2
5470,บางพลี-สุขสวัสดิ์,อื่นๆ,แจ่มใส,14,8,2022,ทางสามแยก (Y),ไม่มีความลาดชัน,4
5471,พญาไท-บางโคล่,อื่นๆ,แจ่มใส,14,8,2022,ทางตรง,ไม่มีความลาดชัน,4
5473,แขวงคลองสองต้นนุ่น - พิมพา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,แจ่มใส,15,8,2022,ทางตรง,ไม่มีความลาดชัน,1
5476,บางนา-ชลบุรี,อื่นๆ,ฝนตก,15,8,2022,ทางตรง,ไม่มีความลาดชัน,4
5478,พญาไท-บางโคล่,อื่นๆ,ฝนตก,16,8,2022,ทางตรง,ไม่มีความลาดชัน,0
5480,บางพลี-สุขสวัสดิ์,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,16,8,2022,ทางตรง,ไม่มีความลาดชัน,2
5483,ถนนศรีนครินทร - แขวงคลองสองต้นนุ่น,รถตู้,แจ่มใส,17,8,2022,ทางตรง,ไม่มีความลาดชัน,4
5484,แขวงรามอินทรา - บางพลี,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,18,8,2022,ทางตรง,ไม่มีความลาดชัน,0
5485,รามอินทรา-อาจณรงค์,อื่นๆ,แจ่มใส,18,8,2022,ทางตรง,ไม่มีความลาดชัน,1
5487,บางปะอิน - แขวงรามอินทรา,รถปิคอัพบรรทุก 4 ล้อ,แจ่มใส,18,8,2022,ทางตรง,ไม่มีความลาดชัน,2
